episode,reward
0,-289.775657968362
1,-296.19609977898654
2,-293.49710820801556
3,-296.6879798953879
4,-290.2305183656281
5,-279.0142876820165
6,-274.77545124082746
7,-282.05415348499
8,-273.14579408988357
9,-276.8161326436085
10,-268.981469208141
11,-283.8640016352284
12,-272.3592070171136
13,-270.31618548720064
14,0.0
